CERT,NAME,CITY,STALP,ASSET
58278,Golden Valley Bank,Chico,CA,577734
9997,Jefferson Security Bank,Shepherdstown,WV,577617
4145,First National Bank & Trust Company of McAlester,Mcalester,OK,575618
5219,Community Resource Bank,Northfield,MN,575584
12788,Baraboo State Bank,Baraboo,WI,575159
16689,Gibsland Bank & Trust Company,Gibsland,LA,575106
2326,AVB Bank,Broken Arrow,OK,574303
16075,Rayne State Bank & Trust Company,Rayne,LA,573813
22340,Panhandle First Bank,Guymon,OK,573210
12166,West Point Bank,Radcliff,KY,570546
27824,Salem Co-operative Bank,Salem,NH,570380
5280,"WNB FINANCIAL, N.A.",Winona,MN,569960
20268,Scale Bank,Edina,MN,569609
15699,Pineland Bank,Alma,GA,569564
34784,Commercial Capital Bank,Delhi,LA,569558
34643,Sunstate Bank,Miami,FL,568901
4539,Farmers Bank of Northern Missouri,Unionville,MO,568584
58396,Jonah Bank of Wyoming,Casper,WY,568499
22020,INSOUTH Bank,Brownsville,TN,568378
982,Eastern Michigan Bank,Croswell,MI,567842
8386,KodaBank,Drayton,ND,567295
29838,First Federal Savings and Loan Association of Lorain,Lorain,OH,567257
15801,Farmers and Merchants Bank,Baldwyn,MS,567075
17374,Mid-America Bank,Baldwin City,KS,566810
24603,"First Commercial Bank, National Association",Seguin,TX,566408
58692,Intracoastal Bank,Palm Coast,FL,565225
18584,Commercial Bank,Ithaca,MI,564421
13821,Cross Bank,Wynne,AR,564380
57543,"Trinity Bank, N.A.",Fort Worth,TX,563285
21083,United Mississippi Bank,Natchez,MS,563128
8738,Citizens' Bank & Trust Co.,Van Buren,AR,562966
11448,Century Bank,Lucedale,MS,562243
15799,Premier Community Bank,Marion,WI,562240
10903,Central State Bank,State Center,IA,562158
26912,The Bank of South Carolina,Charleston,SC,561677
13130,The Friendship State Bank,Friendship,IN,559782
20568,Lumbee Guaranty Bank,Pembroke,NC,559617
5006,First Choice Bank,Pontotoc,MS,558741
29476,Home Federal Savings and Loan Association of Grand Island,Grand Island,NE,558609
5907,First Bank,Mccomb,MS,558388
19644,Fidelity Bank,West Memphis,AR,558240
16970,"Peoples Bank of  Kentucky, Inc.",Flemingsburg,KY,557555
29690,First Federal Savings Bank,Huntington,IN,557483
23123,Bank of Bartlett,Bartlett,TN,557460
25291,Bank of the Valley,Bellwood,NE,557429
12219,"First State Bank of St. Charles, Missouri",St. Charles,MO,557276
17411,Mountain Valley Bank,Walden,CO,557172
21227,CBBC Bank,Maryville,TN,556372
6275,The National Bank of Middlebury,Middlebury,VT,555199
35417,TriStar Bank,Dickson,TN,555155
34760,Portage Community Bank,Ravenna,OH,555115
17639,RVR Bank,Fremont,NE,554267
15271,First State Bank,New London,WI,553584
58371,Hyperion Bank,Philadelphia,PA,553030
11559,First State Bank and Trust Company,Carthage,TX,552169
29800,Lisle Savings Bank,Lisle,IL,551827
33506,First National Bank of Coffee County,Douglas,GA,551563
35161,The Murray Bank,Murray,KY,550930
1852,First Security Bank and Trust Company,Charles City,IA,549785
15734,Security Savings Bank,Canton,SD,549613
8853,Glenwood State Bank (Incorporated),Glenwood,MN,549277
58114,Bank of Belleville,Belleville,IL,549049
2286,Buckeye State Bank,Powell,OH,548430
1147,The Peoples Bank,Pratt,KS,548080
17068,Labette Bank,Altamont,KS,547339
5800,"American Bank, National Association",Le Mars,IA,546511
9037,Mound City Bank,Platteville,WI,545892
29835,Milford Federal Bank,Milford,MA,545467
22282,First Nations Bank,Chicago,IL,544229
4707,Citizens Bank of Kansas,Kingman,KS,543934
8183,Citizens State Bank,Royal Oak,MI,543781
955,Connection Bank,Fort Madison,IA,543514
26922,The Cooperative Bank,Roslindale,MA,543452
57610,Redwood Capital Bank,Eureka,CA,543402
18576,Bank of Texas,Midland,TX,543077
27503,The Berkshire Bank,New York,NY,542277
58300,Table Rock Community Bank,Kimberling City,MO,541895
4185,First Pryority Bank,Pryor,OK,540106
1553,The Shelby County State Bank,Harlan,IA,539970
9760,Community Bank Mankato,Vernon Center,MN,539835
12223,The Callaway Bank,Fulton,MO,539781
14801,First State Bank & Trust,Williston,ND,539700
34108,Pan American Bank & Trust,Melrose Park,IL,539417
16825,Sunmark Community Bank,Perry,GA,539262
14327,Horizon Bank,Waverly,NE,539174
23737,"Vast Bank, National Association",Tulsa,OK,538938
59304,Texas Traditions Bank,Katy,TX,538742
27884,Huntington Federal Savings Bank,Huntington,WV,538595
33753,Citizens Community Bank,Mascoutah,IL,538565
30260,Cross County Savings Bank,Middle Village,NY,538165
12208,Belgrade State Bank,Belgrade,MO,537815
14312,Five Points Bank of Hastings,Hastings,NE,537504
10383,State Bank Financial,La Crosse,WI,537110
59188,Triad Business Bank,Greensboro,NC,536890
5885,The Farmers Bank of Willards,Willards,MD,536743
9319,Merchants & Farmers Bank & Trust Company,Leesville,LA,536342
363,"First Montana Bank, Inc.",Missoula,MT,536281
9099,South Ottumwa Savings Bank,Ottumwa,IA,536116
27697,Fifth District Savings Bank,New Orleans,LA,535316
15323,Silver Lake Bank,Topeka,KS,534328
29846,Eaton Community Bank,Charlotte,MI,534152
34876,"Connecticut Community Bank, National Association",Norwalk,CT,533393
31936,"Fayette Savings Bank, SSB",La Grange,TX,533102
26185,CHARTER WEST BANK,West Point,NE,531516
15443,Lake Elmo Bank,Lake Elmo,MN,530932
11482,Homestead Bank,Cozad,NE,530478
8695,Bank of Lake Mills,Lake Mills,WI,530089
57301,"United Community Bank of West Kentucky, Inc.",Morganfield,KY,529027
5568,Herring Bank,Amarillo,TX,528406
35223,First Secure Community Bank,Sugar Grove,IL,528374
31361,"Colonial Savings, F.A.",Fort Worth,TX,527923
24961,International Bank of Commerce,Zapata,TX,527501
58184,Merchants Commercial Bank,St Thomas,VI,526107
17262,Essex Bank,Essex,CT,525663
9068,Bank of Dudley,Dudley,GA,525548
58405,"Goldwater Bank, N.A.",Phoenix,AZ,525083
15270,Merit Bank,Huntsville,AL,524764
14692,Peoples Bank,Clive,IA,524701
18361,Coulee Bank,La Crosse,WI,524341
29783,High Country Bank,Salida,CO,524132
1905,"Profinium, Inc.",Truman,MN,523895
8120,"Magnolia Bank, Incorporated",Elizabethtown,KY,523738
4791,Bank of the Flint Hills,Wamego,KS,523099
11539,Enterprise Bank of South Carolina,Ehrhardt,SC,522223
27417,Shoreham Bank,Warwick,RI,522042
57093,Northwestern Mutual Wealth Management,Milwaukee,WI,521260
15463,State Bank of De Kalb,De Kalb,TX,521074
14883,Community State Bank,Avilla,IN,521046
32441,"United Midwest Savings Bank, National Association",Degraff,OH,520627
14025,Connections Bank,Platte City,MO,520075
12113,Germantown Trust & Savings Bank,Breese,IL,518990
3400,"Texas Republic Bank, National Association",Frisco,TX,518795
6863,Powell Valley National Bank,Jonesville,VA,518026
18400,Iowa Trust & Savings Bank,Emmetsburg,IA,517630
13216,The Savings Bank,Circleville,OH,517505
16635,Luminate Bank,Minneapolis,MN,517341
31485,Equitable Bank,Grand Island,NE,517221
28701,Ambler Savings Bank,Ambler,PA,516761
21805,First State Bank of DeQueen,De Queen,AR,516607
26530,Denali State Bank,Fairbanks,AK,516515
20353,Gulf Coast Bank,Abbeville,LA,516302
23086,"New OMNI Bank, National Association",Alhambra,CA,515271
58401,Mega Bank,San Gabriel,CA,515129
19163,First State Bank,Wrens,GA,514131
9137,Osgood Bank,Osgood,OH,514064
12331,State Bank of Chilton,Chilton,WI,512527
11228,First Citizens State Bank,Whitewater,WI,511423
14974,First State Bank and Trust,Tonganoxie,KS,511116
28105,"First Robinson Savings Bank, National Association",Robinson,IL,510856
58484,Austin County State Bank,Bellville,TX,510715
58789,Grand River Bank,Grandville,MI,510506
9369,The Bank of Advance,Advance,MO,510463
15969,Rondout Savings Bank,Kingston,NY,510424
10011,Woodford State Bank,Monroe,WI,509650
16116,Nebraska Bank,Dodge,NE,509370
18227,Stafford Savings Bank,Stafford Springs,CT,507645
17214,Citizens State Bank,Sealy,TX,507541
34786,Enterprise Bank,Allison Park,PA,507443
10101,The Napoleon State Bank,Napoleon,IN,507010
16332,First State Bank and Trust,Monticello,IL,506994
15477,Citizens Bank of Americus,Americus,GA,506507
3614,Casey State Bank,Casey,IL,506410
3113,The Brenham National Bank,Brenham,TX,505644
3339,The First National Bank of Mertzon,Mertzon,TX,504922
24332,First Credit Bank,Los Angeles,CA,504745
35292,Great American Bank,Lawrence,KS,504353
4236,"Shamrock Bank, N.A.",Coalgate,OK,503740
11491,The Citizens Bank of Clovis,Clovis,NM,503362
9366,Peoples Bank,Mendenhall,MS,503356
31217,LifeStore Bank,West Jefferson,NC,502996
10829,"Petefish, Skiles & Co.",Virginia,IL,502539
59287,EntreBank,Bloomington,MN,502314
4801,Southwest National Bank,Wichita,KS,501718
5432,First Northeast Bank of Nebraska,Lyons,NE,501170
27664,"Sterling Federal Bank, F.S.B.",Sterling,IL,501074
26217,Bank of Commerce,Chanute,KS,500729
58563,Select Bank,Forest,VA,500384
7356,Champlain National Bank,Elizabethtown,NY,500247
28812,Armor Bank,Forrest City,AR,499538
3873,Eagle Bank and Trust Company,Little Rock,AR,498566
5835,The First State Bank,Norton,KS,498476
34146,People's Bank of Seneca,Seneca,MO,497359
10608,UNICO Bank,Mineral Point,MO,497269
29035,"Hancock County Savings Bank, F.S.B.",Chester,WV,496919
11347,Grinnell State Bank,Grinnell,IA,496789
16127,FNB Community Bank,Midwest City,OK,496309
58723,"Black Hills Community Bank, N.A.",Rapid City,SD,495893
11113,Hamlin Bank and Trust Company,Smethport,PA,495683
16817,Citizens Bank,Kilgore,TX,495119
58049,"Eclipse Bank, Inc.",Louisville,KY,495100
5015,Century Bank and Trust,Coldwater,MI,494988
27269,Dean Co-operative Bank,Franklin,MA,493257
15966,Fulton Savings Bank,Fulton,NY,493036
3840,The FNB Community Bank,Vandalia,IL,492423
15205,Bank3,Memphis,TN,491149
147,Century Bank and Trust,Milledgeville,GA,490660
57359,American Eagle Bank,South Elgin,IL,490530
34847,Southern Bank of Tennessee,Mount Juliet,TN,490091
4432,"Midwest Heritage Bank, FSB",West Des Moines,IA,490003
26799,EvaBank,Eva,AL,489951
26703,"River City Bank, Inc.",Louisville,KY,489943
245,Raccoon Valley Bank,Perry,IA,489908
58218,First Pacific Bank,Whittier,CA,489849
17388,M C Bank & Trust Company,Morgan City,LA,489840
10111,Ohnward Bank & Trust,Cascade,IA,489249
12266,Mechanics & Farmers Bank,Durham,NC,488993
14735,"First Community Bank of the Heartland, Inc.",Clinton,KY,488254
1095,Central Savings Bank,Sault Sainte Marie,MI,488233
6194,Citizens State Bank,Hudson,WI,488081
57686,"American Commerce Bank, National Association",Bremen,GA,487606
26028,The Bank of East Asia Ltd.,New York,NY,487547
25267,TruBank,Indianola,IA,487488
14113,The Peoples State Bank,Ellettsville,IN,487411
324,Citizens Bank,Columbia,MS,486204
14867,Home State Bank,Jefferson,IA,485710
11741,Solutions Bank,Forreston,IL,485596
27233,Peoples Independent Bank,Boaz,AL,485550
16971,SOLUTIONS NORTH BANK,Stockton,KS,485430
235,Security State Bank,Sutherland,IA,485282
18237,Jewett City Savings Bank,Jewett City,CT,484363
25894,First National Bank,Oldham,SD,484306
57626,1st State Bank,Saginaw,MI,484231
4146,"The Bank, National Association",Mcalester,OK,482448
15286,Northern State Bank of Thief River Falls,Thief River Falls,MN,482154
15334,Rolling Hills Bank & Trust,Atlantic,IA,482142
8172,Lake-Osceola State Bank,Baldwin,MI,481410
59144,Ohio State Bank,Bexley,OH,481125
950,Iowa State Bank,Algona,IA,479753
8094,NSB Bank,Mason City,IA,478973
12303,Citizens State Bank,Woodville,TX,478405
30315,First Federal Savings Bank of Lincolnton,Lincolnton,NC,478394
8772,Springfield State Bank,Springfield,KY,477932
10956,Northview Bank,Sandstone,MN,477816
28747,Hoyne Savings Bank,Chicago,IL,477752
57250,Cornerstone Bank,Overland Park,KS,477432
769,The Farmers Bank and Savings Company,Pomeroy,OH,477081
34489,Edison National Bank,Fort Myers,FL,476934
1660,Farmers and Merchants Bank of South Carolina,Holly Hill,SC,476231
28870,Wallkill Valley Federal Savings and Loan Association,Wallkill,NY,475704
14567,First National Bank in Olney,Olney,IL,475547
11608,BLC Community Bank,Little Chute,WI,475359
39,Robertson Banking Company,Demopolis,AL,475203
59154,Piermont Bank,New York,NY,474367
14036,The Missouri Bank,Warrenton,MO,474299
28780,Arundel Bank,Glen Burnie,MD,474117
15708,"The Casey County Bank, Inc.",Liberty,KY,473804
15059,Louisiana National Bank,Ruston,LA,473507
10168,First Farmers & Merchants Bank,Cannon Falls,MN,473457
9378,F & C Bank,Holden,MO,473001
16976,Community State Bank of Orbisonia,Orbisonia,PA,472063
12258,Southwest Capital Bank,Albuquerque,NM,471473
1376,Citizens Bank & Trust Company,Plaquemine,LA,471372
16416,"FSNB, National Association",Lawton,OK,471240
10159,First State Bank and Trust,Bayport,MN,471002
5486,FirstBank of Nebraska,Wahoo,NE,470290
25173,Meade County Bank,Brandenburg,KY,469688
5873,Woodsboro Bank,Woodsboro,MD,469634
26499,American National Bank of Minnesota,Baxter,MN,469591
2767,The First National Bank of Russell Springs,Russell Springs,KY,469503
90268,Seamen's Bank,Provincetown,MA,469291
3305,The First National Bank of Livingston,Livingston,TX,468688
15305,The Denison State Bank,Holton,KS,468301
4087,Bank of Western Oklahoma,Elk City,OK,466922
7646,The Neffs National Bank,Neffs,PA,466790
59324,Nave Bank,San Juan,PR,466614
17950,First State Bank,Clute,TX,466521
9064,Planters First Bank,Cordele,GA,466215
57022,The Bank of Clovis,Clovis,NM,465870
35366,"Chino Commercial Bank, N.A.",Chino,CA,465786
3999,First National Bank in Philip,Philip,SD,465664
15669,MCBank,Goldthwaite,TX,465591
34955,"American Bank and Trust Company, National Association",Davenport,IA,464917
17643,First National Bank,Alamogordo,NM,464526
15808,Iowa State Bank,Des Moines,IA,464326
5018,Citizens National Bank of Cheboygan,Cheboygan,MI,463876
58556,Gold Coast Bank,Chicago,IL,463108
17863,Sterling State Bank,Austin,MN,462265
15510,Ameristate Bank,Atoka,OK,462187
35333,Oak Bank,Fitchburg,WI,462129
17736,The Hometown Savings Bank,Terre Haute,IN,461872
3017,High Plains Bank,Flagler,CO,460523
28836,United Savings Bank,Philadelphia,PA,460385
59117,Lexicon Bank,Las Vegas,NV,460017
30167,Cullman Savings Bank,Cullman,AL,459644
303,United Cumberland Bank,Whitley City,KY,459477
14812,TS Bank,Treynor,IA,459413
175,The Commercial Bank,Crawford,GA,458895
197,Alliance Bank,Francesville,IN,458664
13025,Farmers Savings Bank,Mineral Point,WI,457746
14836,First National Bank in New Bremen,New Bremen,OH,457215
5095,Star Bank,Maple Lake,MN,456716
34517,Peoples Bank of East Tennessee,Madisonville,TN,456070
2750,The Lincoln National Bank of Hodgenville,Hodgenville,KY,455921
15671,The Bank of Clarendon,Manning,SC,455614
32135,"Shelby Savings Bank, SSB",Center,TX,455240
13000,Trinity Capital Bank of Texas,Ennis,TX,455225
28894,Security Federal Savings Bank,Logansport,IN,452935
58470,Hometown Bank of Pennsylvania,Bedford,PA,452917
57587,Integrity Bank & Trust,Monument,CO,452902
17672,The Citizens State Bank,Moundridge,KS,452672
9831,Alden State Bank,Alden,NY,452360
12985,Elderton State Bank,Elderton,PA,452074
9245,"The Bank of LaFayette, Georgia",La Fayette,GA,452029
34409,The Bank,Jennings,LA,451392
17959,The Dolores State Bank,Dolores,CO,451276
19638,"Guaranty Bank & Trust Company of Delhi, Louisiana",Delhi,LA,451124
1409,Kensington Bank,Kensington,MN,450823
58234,Pacific Alliance Bank,San Gabriel,CA,450670
3384,The Liberty National Bank in Paris,Paris,TX,450527
1857,Waukon State Bank,Waukon,IA,450245
10474,Citizens State Bank,Lena,IL,449197
14546,New Era Bank,Fredericktown,MO,449154
148,Bank of Madison,Madison,GA,449125
9871,The St. Henry Bank,St. Henry,OH,447852
57373,Oregon Coast Bank,Newport,OR,447347
11521,Chickasaw Community Bank,Oklahoma City,OK,447230
8234,RiverHills Bank,Vicksburg,MS,447075
1616,Exchange Bank of Missouri,Fayette,MO,447040
18118,Bank of the Plains,Plains,KS,445915
57033,Willamette Valley Bank,Salem,OR,445855
4132,"The City National Bank and Trust Company of Lawton, Oklahoma",Lawton,OK,445116
11159,Texas Champion Bank,Corpus Christi,TX,444973
58030,Paradise Bank,Boca Raton,FL,444871
26393,The Pittsfield Co-operative Bank,Pittsfield,MA,444654
17903,Maquoketa State Bank,Maquoketa,IA,444535
3144,The City National Bank of Colorado City,Colorado City,TX,444315
16968,The Peoples Bank,Iva,SC,443842
18384,Northeast Security Bank,Sumner,IA,443315
2244,The James Polk Stone Community Bank,Portales,NM,443218
9472,"Welch State Bank of Welch, Okla.",Welch,OK,442415
2608,The National Grand Bank of Marblehead,Marblehead,MA,442306
3814,The City National Bank of Metropolis,Metropolis,IL,442017
13068,Community Bank and Trust,Neosho,MO,441949
58780,Spring Bank,Brookfield,WI,441881
9244,Glennville Bank,Glennville,GA,441684
2327,Local Bank,Hulbert,OK,441385
3292,The Lamesa National Bank,Lamesa,TX,441327
1550,Central State Bank,Coralville,IA,441188
4084,The Citizens Bank of Edmond,Edmond,OK,439954
90258,North Brookfield Savings Bank,North Brookfield,MA,439941
11767,FreedomBank,Elkader,IA,439816
58111,NobleBank & Trust,Anniston,AL,439752
23376,"First Jackson Bank, Inc.",Stevenson,AL,439627
28401,Eureka Savings Bank,La Salle,IL,439360
58537,BankFlorida,Dade City,FL,438806
5473,JONES BANK,Seward,NE,438351
35480,Crown Bank,Edina,MN,438242
16249,Devon Bank,Chicago,IL,436106
14269,The Citizens State Bank,Marysville,KS,436100
275,"Morgantown Bank & Trust Company, Incorporated",Morgantown,KY,434974
30431,SSB Bank,Pittsburgh,PA,434836
33812,American National Bank - Fox Cities,Appleton,WI,434410
5247,First National Bank Minnesota,Saint Peter,MN,434031
1484,Bank of Frankewing,Frankewing,TN,433957
13366,Exchange Bank and Trust Company,Perry,OK,433198
15703,Town & Country Bank and Trust Company,Bardstown,KY,432103
1847,The Bippus State Bank,Huntington,IN,432084
14730,Frontier Bank,Lamar,CO,431983
4439,The Clinton National Bank,Clinton,IA,431853
12365,The First National Bank of Allendale,Allendale,IL,431719
29881,Home Bank SB,Martinsville,IN,431685
8117,Pbt Bancorp,Hazard,KY,431657
18610,The Union State Bank of Everest,Everest,KS,430992
12592,Security State Bank,Basin,WY,430831
22090,Coffee County Bank,Manchester,TN,430430
57416,Patriot Bank,Millington,TN,430166
10380,Oostburg State Bank,Oostburg,WI,429931
4364,The First National Bank of Monterey,Monterey,IN,429586
59148,Watermark Bank,Oklahoma City,OK,429561
35533,First Electronic Bank,Salt Lake City,UT,429317
17636,Astra Bank,Scandia,KS,429171
28868,Broadstreet Bank S S B,Mineola,TX,429012
9489,Peoples Bank,Clifton,TN,428853
18564,First National Bank of Brookfield,Brookfield,IL,427997
51,The Bank of Vernon,Vernon,AL,427698
3674,Grand Ridge National Bank,Wheaton,IL,427470
5229,Foresight Bank,Plainview,MN,425932
1808,Better Banks,Peoria,IL,425891
28924,First Federal Savings Bank,Ottawa,IL,425882
14427,First National Bank in DeRidder,Deridder,LA,425127
16897,F&M Bank,Washington,GA,424128
27496,Bank of the Lowcountry,Walterboro,SC,423897
58201,First Vision Bank of Tennessee,Tullahoma,TN,423716
16780,Great Oaks Bank,Richmond Hill,GA,423605
